model_id,provider,task_id,mode,sample_index,individual_valid,family_valid,validations_match,individual_passed_rule_count,family_passed_rule_count,individual_error_count,family_error_count,warning_count,individual_errors,family_errors,warnings
small_qwen25_coder_1_5b,ollama,tritonbench_t_068,baseline,1,False,False,True,6,3,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_069,baseline,1,False,False,True,8,4,1,3,0,Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",
small_qwen25_coder_1_5b,ollama,tritonbench_t_070,baseline,1,False,False,True,6,5,3,3,0,Missing expected wrapper: fused_layer_norm_relu_linear | Missing required term: import triton | Missing required term: import triton.language as tl,Missing expected wrapper: fused_layer_norm_relu_linear | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_071,baseline,1,False,False,True,6,3,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_072,baseline,1,False,False,True,8,4,1,5,2,Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate contains TODO/pass marker | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_073,baseline,1,False,False,True,6,4,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: sigmoid, tl.exp, exp",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_074,baseline,1,False,False,True,6,5,3,3,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_075,baseline,1,False,False,True,5,2,4,5,2,Missing expected wrapper: normalized_cosine_similarity | Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing expected wrapper: normalized_cosine_similarity | Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_076,baseline,1,False,False,True,7,6,0,0,4,,,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_077,baseline,1,False,False,True,8,5,1,3,0,Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",
small_qwen25_coder_1_5b,ollama,tritonbench_t_078,baseline,1,False,False,True,6,6,3,2,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: grid | Missing family evidence; expected one of: torch.nn.functional.grid_sample, @triton.jit, tl.load, tl.store",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_079,baseline,1,False,False,True,6,4,3,3,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_080,baseline,1,False,False,True,5,3,4,5,2,Missing expected wrapper: addmm | Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing expected wrapper: addmm | Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_081,baseline,1,False,False,True,7,5,2,3,0,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",
small_qwen25_coder_1_5b,ollama,tritonbench_t_082,baseline,1,False,False,True,6,3,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_083,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_084,baseline,1,False,False,True,8,6,1,2,0,Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_085,baseline,1,False,False,True,8,4,1,5,0,Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_086,baseline,1,False,False,True,7,6,2,2,0,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: grid | Missing family evidence; expected one of: mode, bilinear, nearest, index, fill, repeat, tile",
small_qwen25_coder_1_5b,ollama,tritonbench_t_087,baseline,1,False,False,True,7,4,2,5,0,Missing required term: import triton | Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_088,baseline,1,False,False,True,7,4,2,5,0,"Missing required term: import triton.language as tl | Missing semantic evidence; expected one of: tl.load, tl.store, torch.",Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_089,baseline,1,False,False,True,6,4,3,4,0,Missing required term: import triton | Missing required term: import triton.language as tl | Missing semantic evidence; expected one of: sum,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",
small_qwen25_coder_1_5b,ollama,tritonbench_t_090,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_091,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: grid | Missing family evidence; expected one of: mode, bilinear, nearest, index, fill, repeat, tile | Missing family evidence; expected one of: padding_mode, align_corners, dim, dims, value | Missing family evidence; expected one of: torch.nn.functional.grid_sample, @triton.jit, tl.load, tl.store",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_092,baseline,1,False,False,True,6,3,3,6,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_093,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_094,baseline,1,False,False,True,6,4,3,3,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_095,baseline,1,False,False,True,6,5,3,3,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_096,baseline,1,False,False,True,6,5,3,3,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_097,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_098,baseline,1,False,False,True,6,3,3,6,0,"Missing expected wrapper: bitwise_and | Missing required term: import triton.language as tl | Missing semantic evidence; expected one of: tl.load, tl.store, torch.",Missing expected wrapper: bitwise_and | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_099,baseline,1,False,False,True,5,4,4,4,2,Missing expected wrapper: sub_gelu | Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing expected wrapper: sub_gelu | Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_100,baseline,1,False,False,True,6,4,3,4,0,Unbalanced parentheses | Missing required term: import triton | Missing required term: import triton.language as tl,"Unbalanced parentheses | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear",
small_qwen25_coder_1_5b,ollama,tritonbench_t_101,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_102,baseline,1,False,False,True,7,4,2,5,0,Missing required term: import triton | Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_103,baseline,1,False,False,True,6,4,3,3,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_104,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_105,baseline,1,False,False,True,7,5,2,3,0,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: grid | Missing family evidence; expected one of: mode, bilinear, nearest, index, fill, repeat, tile | Missing family evidence; expected one of: padding_mode, align_corners, dim, dims, value",
small_qwen25_coder_1_5b,ollama,tritonbench_t_106,baseline,1,False,False,True,7,4,2,5,0,Missing required term: import triton | Missing required term: import triton.language as tl,Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,
small_qwen25_coder_1_5b,ollama,tritonbench_t_107,baseline,1,True,True,True,7,6,0,0,2,,,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_108,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_109,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_110,baseline,1,True,True,True,7,6,0,0,2,,,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_111,baseline,1,False,False,True,6,3,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_112,baseline,1,False,False,True,7,4,2,3,2,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate contains TODO/pass marker | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_113,baseline,1,False,False,True,6,3,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_114,baseline,1,False,False,True,7,4,2,4,0,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",
small_qwen25_coder_1_5b,ollama,tritonbench_t_115,baseline,1,False,False,True,7,6,0,0,4,,,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_116,baseline,1,False,False,True,6,5,3,3,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_117,baseline,1,False,False,True,6,3,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: argmax, max, tl.sum, tl.max, tl.min",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_118,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_119,baseline,1,False,False,True,7,4,2,4,0,Missing required term: import triton | Missing required term: import triton.language as tl,"Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",
small_qwen25_coder_1_5b,ollama,tritonbench_t_120,baseline,1,False,False,True,6,4,3,4,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: sigmoid, tl.exp, exp",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_121,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: gelu, relu, tanh, softmax, log_softmax, logsumexp, dropout",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_122,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_123,baseline,1,False,False,True,6,3,3,6,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_124,baseline,1,False,False,True,6,4,3,4,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: sigmoid, tl.exp, exp",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_125,baseline,1,False,False,True,6,2,3,7,2,Missing expected wrapper: erf | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing expected wrapper: erf | Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_126,baseline,1,False,False,True,6,3,3,6,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_127,baseline,1,False,False,True,4,3,5,5,0,"Missing expected wrapper: gelu | Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit | Missing semantic evidence; expected one of: tl.dot, matmul, bmm, linear, torch.","Missing expected wrapper: gelu | Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store | Missing family evidence; expected one of: tl.dot, bmm, matmul, dot, mv, linear",
small_qwen25_coder_1_5b,ollama,tritonbench_t_128,baseline,1,False,False,True,4,3,3,3,0,"Missing expected wrapper: det | Missing required term: import torch | Missing semantic evidence; expected one of: torch.linalg, solve, svd, qr, lu, return","Missing expected wrapper: det | Missing family evidence; expected one of: import torch | Missing family evidence; expected one of: torch.linalg, solve, lu, triangular",
small_qwen25_coder_1_5b,ollama,tritonbench_t_129,baseline,1,False,False,True,6,5,3,3,2,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate may be a PyTorch fallback instead of a Triton implementation
small_qwen25_coder_1_5b,ollama,tritonbench_t_130,baseline,1,False,False,True,6,3,3,6,4,Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,Missing family evidence; expected one of: @triton.jit | Missing family evidence; expected one of: tl.program_id | Missing family evidence; expected one of: tl.arange | Missing family evidence; expected one of: mask | Missing family evidence; expected one of: tl.load | Missing family evidence; expected one of: tl.store,Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
small_qwen25_coder_1_5b,ollama,tritonbench_t_131,baseline,1,False,False,True,5,4,5,5,4,Unbalanced parentheses | Unbalanced brackets | Missing required term: import triton | Missing required term: import triton.language as tl | Missing required term: @triton.jit,"Unbalanced parentheses | Unbalanced brackets | Missing family evidence; expected one of: grid | Missing family evidence; expected one of: padding_mode, align_corners, dim, dims, value | Missing family evidence; expected one of: torch.nn.functional.grid_sample, @triton.jit, tl.load, tl.store",Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker | Candidate may be a PyTorch fallback instead of a Triton implementation | Candidate contains TODO/pass marker
